"YYYYMM","ExRet","d.p","d.y","e.p","d.e","svar","b.m","ntis","tbl","lty","ltr","tms","dfy","dfr","infl","lzrt","ogap","wtexas","ndrbl","skvw","tail","dtoy","dtoat","ygap","rdsp","tchi","avgcor","sntm","fbm"
196605,-5.3006667,-3.421488948,-3.477149795,-2.765761967,-0.65572698,0.001935475,0.512742204,0.015945601,0.0464,0.0473,-0.0059,9e-04,0.005,0.0033,0,-2.012822367,0.094906748,0,0.05991954,0.006592044,0.358794659,0.888378636,0.888378636,-2.812454695,0.033558457,-1.884756238,0.217869014,-0.497696226,0.062988888
196606,-1.813,-3.399311034,-3.415581071,-2.742138955,-0.657172078,0.000501207,0.520974601,0.017122956,0.045,0.0477,-0.0016,0.0027,0.0051,0.0046,0.003095975,-1.782397426,0.096486615,0,0.079633176,0.024829438,0.370438933,0.874340552,0.874340552,-2.789117957,0.02504794,-2.447447897,0.183524773,-0.628274636,0.118001381
196607,-1.6129,-3.378724526,-3.392268751,-2.725546268,-0.653178258,0.001013784,0.534943001,0.018641264,0.048,0.0482,-0.0037,2e-04,0.0052,-0.0061,0.00308642,-1.801945501,0.098831469,0,0.074734809,0.007389694,0.371005356,0.851509823,0.851509823,-2.77452689,0.016805697,-2.682554213,0.226912305,-0.62171003,0.112892708
196608,-7.5783333,-3.290791251,-3.37173149,-2.641568652,-0.649222599,0.003165235,0.574954656,0.021470271,0.0496,0.0499,-0.0206,3e-04,0.0052,-0.0053,0.006153846,-1.894412654,0.09649658,0.017123288,0.044049717,0.098464705,0.369779766,0.792252424,0.792252424,-2.692451862,0.024005982,-2.682554213,0.278901428,-0.658830629,0.122476687
196609,-1.0719,-3.276818245,-3.283846778,-2.631510124,-0.645308121,0.001600311,0.585492496,0.016984459,0.0537,0.048,0.0332,-0.0057,0.006,-0.0254,0,-1.809863524,0.102669223,0,0.08250371,0.051473092,0.396208584,0.777993267,0.777993267,-2.682013106,0.02138454,-2.682554213,0.30755955,-0.530363626,0.12090015
196610,4.3874667,-3.325577639,-3.279128871,-2.675542576,-0.650035063,0.002546777,0.561661318,0.01518408,0.0535,0.0467,0.0228,-0.0068,0.0069,0.0033,0.006116208,-1.85629799,0.106470863,0,0.042653269,0.045544297,0.372184277,0.811003366,0.811003366,-2.724427973,0.04475195,-2.682554213,0.309420228,-0.386999728,0.159324884
196611,0.6789667,-3.331002498,-3.32789014,-2.676242636,-0.654759862,0.000774416,0.57264493,0.017549637,0.0532,0.048,-0.0148,-0.0052,0.0078,0.0128,0,-1.830759785,0.096464857,0,0.013106038,0.021691073,0.382842034,0.795447922,0.795447922,-2.72655545,0.040333639,-2.682554213,0.245766833,-0.202781768,0.161534595
196612,-0.3807333,-3.33183112,-3.333323844,-2.672345222,-0.659485898,0.000626942,0.576945106,0.017207629,0.0496,0.0455,0.0413,-0.0041,0.0079,-0.0212,0,-1.811668781,0.095676536,0,0.013740493,0.038212679,0.390942514,0.789519168,0.789519168,-2.719610415,0.025709224,-2.682554213,0.214273289,-0.195672247,0.180241126
196701,7.5281667,-3.403624988,-3.328352856,-2.753640865,-0.649984123,0.000733488,0.533363141,0.015697522,0.0472,0.0448,0.0154,-0.0024,0.0077,0.0296,0,-1.984700975,0.097288949,0.01010101,0.009635423,0.047381911,0.362252444,0.854032055,0.854032055,-2.798423008,0.055040703,-1.071710453,0.140231252,-0.074305874,0.161723923
196702,0.3714,-3.402119678,-3.40015878,-2.7616636,-0.640456079,0.000412404,0.540047893,0.017700931,0.0456,0.0465,-0.0221,9e-04,0.0079,0.002,0,-1.918922145,0.082794893,0,0.008756694,0.026925003,0.359521985,0.879170027,0.843460785,-2.806923731,0.029444561,0.555578688,0.12056157,-0.098345911,0.149750012
196703,3.7587,-3.43731869,-3.398665443,-2.806413818,-0.630904872,0.000501136,0.549550798,0.014921235,0.0426,0.0455,0.0198,0.0029,0.0072,-0.0081,0.003039514,-1.903084967,0.074055937,0,-0.015250707,0.086703099,0.360632807,0.907041781,0.870200472,-2.850813406,0.024271731,1.055159983,0.101550028,0.043660147,0.150109418
196704,4.0171,-3.478690423,-3.43731869,-2.855152067,-0.623538356,0.000837097,0.530516694,0.015045877,0.0384,0.0477,-0.0291,0.0093,0.0072,0.022,0.003030303,-1.884567331,0.080362068,0,0.004239886,0.054637883,0.353308082,0.960768143,0.901421896,-2.900029826,0.024647278,1.055159983,0.127015889,0.070520996,0.156182181
196705,-4.981,-3.424824105,-3.478690423,-2.808706934,-0.616117172,0.00089034,0.558201182,0.011464094,0.036,0.0482,-0.0039,0.0122,0.0072,-0.0215,0.003021148,-1.950887448,0.068521558,0,0.042639984,0.007520012,0.355355352,0.937260205,0.856715068,-2.856067505,0.027107185,1.055159983,0.159597188,0.009186082,0.142156969
196706,1.6369,-3.44218488,-3.424824105,-2.833544379,-0.608640501,0.001070733,0.553204845,0.010152824,0.0354,0.0507,-0.0312,0.0153,0.0071,0.0089,0.003012048,-1.967985555,0.065324204,0,0.051122026,0.050888941,0.355380535,0.945725185,0.864452595,-2.882525001,0.047910709,1.055159983,0.194107294,0.170078203,0.091239163
196707,4.2945667,-3.484233748,-3.439887521,-2.879768541,-0.604465207,0.000218447,0.526298328,0.006687003,0.0421,0.0505,0.0068,0.0084,0.0068,-0.0027,0.003003003,-1.999168521,0.059973413,0.023333333,0.030333098,0.062075309,0.34635818,0.994074514,0.908646938,-2.930081354,0.032789665,1.055159983,0.149517626,0.193988319,0.073702199
196708,-1.0382333,-3.470160886,-3.481945087,-2.869865807,-0.600295078,0.000296618,0.528020948,0.005841315,0.0427,0.0514,-0.0084,0.0087,0.0071,0.0077,0.002994012,-1.927332272,0.075885315,0,0.011780519,0.060480207,0.366559505,0.972559133,0.90568256,-2.921319089,0.025964463,1.055159983,0.113999642,0.20808055,0.065893
196709,3.0131667,-3.500133193,-3.467874026,-2.904009989,-0.596123204,0.000358544,0.513564846,0.005599816,0.0442,0.0517,-4e-04,0.0075,0.0075,0.0098,0.002985075,-1.930064764,0.071197866,0,0.006669307,0.095676005,0.345461547,0.982588964,0.931176205,-2.955653222,0.036372535,1.055159983,0.061878949,0.138312086,0.052881121
196710,-3.1248,-3.47064677,-3.500133193,-2.872638551,-0.598008219,0.000444902,0.540955282,0.003715221,0.0456,0.0549,-0.04,0.0093,0.007,0.0119,0.00297619,-2.001080444,0.076250333,0,0.046512704,-0.001269296,0.353322804,0.932837087,0.884027534,-2.925989726,0.032134191,1.055159983,0.088085443,-0.155457731,0.044889416
196711,0.2493333,-3.471711166,-3.47064677,-2.871821479,-0.599889687,0.000954783,0.543382697,0.002772998,0.0473,0.0567,-0.0196,0.0094,0.0065,-0.0076,0.002967359,-2.077300227,0.087395518,0,0.013762297,0.051167037,0.312906832,0.92866989,0.88007838,-2.927729111,0.029969543,1.055159983,0.128033996,-0.006403867,0.062303131
196712,2.2937333,-3.497648463,-3.471711166,-2.895880841,-0.601767622,0.000270899,0.525792445,0.01436111,0.0497,0.0556,0.0192,0.0059,0.0074,-0.0065,0.00295858,-2.006846488,0.095058442,0,0.048480148,0.054746181,0.306553036,0.959738304,0.909521178,-2.951315548,0.039002548,1.055159983,0.121275738,0.031174902,0.043513485
196801,-4.6041667,-3.449391453,-3.494229656,-2.844186272,-0.605205181,0.000483319,0.556302383,0.012854235,0.05,0.0536,0.0328,0.0036,0.0067,0.0033,0.005899705,-2.123547229,0.090933367,0,-0.006035463,0.024398094,0.313823074,0.907102261,0.85963925,-2.898011358,0.042650084,0.24151685,0.109139875,0.013695293,0.02939677
196802,-3.105,-3.414263573,-3.445984295,-2.805657725,-0.608605849,0.000820445,0.566210589,0.01045081,0.0498,0.0542,-0.0033,0.0044,0.007,0.007,0.002932551,-2.005739012,0.091468101,0,0.01454678,-0.01432795,0.333165884,0.89122874,0.844596292,-2.85976705,0.03153671,-1.378717022,0.104435906,0.120908097,0.026850806
196803,0.5387667,-3.420224257,-3.410867984,-2.808250366,-0.611973891,0.001395481,0.566809806,0.012677246,0.0517,0.056,-0.0212,0.0043,0.0074,0.0015,0.002923977,-1.980165387,0.091544152,0,0.049259766,0.037193257,0.324549347,0.891409,0.844767121,-2.864063431,0.021591881,-1.674027769,0.18020612,0.082781753,0.026391384
196804,7.9608667,-3.494461393,-3.415715791,-2.879062449,-0.615398945,0.001607575,0.522352064,0.008140239,0.0538,0.0547,0.0227,9e-04,0.0076,-0.0179,0.002915452,-2.142034053,0.089955102,0,0.011409471,0.10219267,0.303005368,0.967277431,0.916665829,-2.93392935,0.051315343,0.510684243,0.253178626,0.169331417,0.024065118
196805,1.1657333,-3.501077066,-3.489969803,-2.882296827,-0.618780238,0.000386531,0.53003337,0.010646501,0.0566,0.0547,0.0043,-0.0019,0.0076,-0.0011,0.002906977,-2.056119284,0.098079415,0,-0.023472763,0.086008765,0.314776182,0.953259533,0.9033814,-2.939338568,0.048445044,1.055159983,0.219721034,0.213021263,-0.018772229
196806,0.5316,-3.505687954,-3.496608904,-2.883566287,-0.622121667,0.000499505,0.530741813,0.012090181,0.0552,0.0534,0.023,-0.0018,0.0079,-0.0108,0.005797101,-2.239823276,0.098716682,0,-0.003540731,0.061047532,0.298882961,0.951987106,0.902175551,-2.939190191,0.027170637,1.055159983,0.1480809,0.276893512,0.140148023
196807,-2.1869,-3.482589219,-3.501239668,-2.859544294,-0.623044925,0.000756619,0.539637599,0.013885528,0.0531,0.0517,0.0289,-0.0014,0.0074,0.0052,0.005763689,-2.202597695,0.094157024,0,-0.035196472,0.008164648,0.313416451,0.936293846,0.887303422,-2.913085061,0.034855561,1.055159983,0.104134917,0.174681662,0.139864522
196808,1.2173333,-3.489551134,-3.478157318,-2.865595266,-0.623955868,0.000316403,0.5318021,0.018035138,0.0509,0.052,-3e-04,0.0011,0.008,0.0209,0.00286533,-2.049587188,0.093923849,0,0.041670339,0.015541349,0.315344781,0.95008907,0.900376828,-2.918377451,0.022553804,1.055159983,0.108946107,0.002324539,0.155816743
196809,3.5026,-3.522957342,-3.485142088,-2.898096069,-0.624861273,0.000268232,0.509195439,0.018287123,0.0519,0.0531,-0.0102,0.0012,0.0082,0.0049,0.002857143,-2.083080661,0.094688027,0,0.036433578,0.070121609,0.30782029,0.992270009,0.940350701,-2.951257617,0.025826692,1.055159983,0.105766565,0.009854604,0.143108408
196810,0.4128667,-3.525749359,-3.518567651,-2.899406355,-0.626343004,0.000268403,0.500320247,0.019410182,0.0535,0.0543,-0.0132,8e-04,0.0075,-0.0028,0.005698006,-2.150876199,0.093658812,0,0.0477394,0.030691618,0.303402901,0.984392604,0.957031603,-2.953705128,0.022940926,1.055159983,0.06945838,0.053797159,0.15484392
196811,4.9038333,-3.56822521,-3.521375581,-2.940417088,-0.627808122,0.000262966,0.483717059,0.021188786,0.0545,0.0566,-0.0269,0.0021,0.0082,0.0043,0.002832861,-2.159389027,0.103500812,0,0.008825017,0.085178196,0.296740502,1,0.989880922,-2.995851795,0.030752622,1.055159983,0.050921045,-0.039303408,0.161007578
196812,-4.5792667,-3.521366277,-3.563873736,-2.892106364,-0.629259913,0.000333975,0.504900662,0.031961447,0.0596,0.0598,-0.0363,2e-04,0.0078,0.013,0.002824859,-2.216020972,0.103648633,0,0.023481693,0.034735546,0.305158049,0.957917601,0.948349495,-2.950658251,0.029213035,1.055159983,0.074964218,0.007048667,0.144326557
196901,-1.2663667,-3.509896474,-3.518114241,-2.880422388,-0.629474086,0.00060677,0.503673167,0.036524492,0.0614,0.0617,-0.0206,3e-04,0.0073,0.0345,0.002816901,-2.081829426,0.106678746,-0.003257329,0.014613255,0.05205116,0.313797861,0.960252129,0.950660704,-2.939068584,0.022704995,1.055159983,0.102275252,-0.206539394,0.136515488
196902,-4.7421,-3.458122039,-3.50665498,-2.828435213,-0.629686827,0.000595596,0.52639719,0.041317329,0.0612,0.0618,0.0042,6e-04,0.0064,-0.0202,0.005617978,-2.093255056,0.110062317,0,0.034413803,-0.024325702,0.317054272,0.918799038,0.909621665,-2.888494969,0.025909288,-1.093418814,0.120238528,-0.312026413,0.148314722
196903,2.9830333,-3.488755204,-3.454891019,-2.858857054,-0.62989815,0.000541631,0.557040236,0.039508004,0.0602,0.062,0.001,0.0018,0.0066,-0.021,0.008379888,-1.963898756,0.114879625,0.039215686,0.018262259,0.058855105,0.315034837,0.949523452,0.94003919,-2.919952153,0.028229561,-1.375275743,0.158609807,-0.209144392,0.153874299
196904,1.7679333,-3.506782952,-3.48553459,-2.878960025,-0.627822927,0.000550412,0.548422404,0.044290952,0.0611,0.0593,0.0427,-0.0018,0.0065,-0.0092,0.005540166,-1.953451327,0.10820183,0.009433962,0.075986744,0.096634239,0.316426426,0.964444129,0.954810833,-2.938831422,0.025990094,-0.034617571,0.164333463,-0.177589065,0.17383075
196905,-0.1179333,-3.501352063,-3.503572677,-2.875597044,-0.625755019,0.000426897,0.555804429,0.044005646,0.0604,0.0635,-0.049,0.0031,0.0073,0.0263,0.002754821,-1.95604837,0.101428788,0,0.030337593,0.03590522,0.319248199,0.951634677,0.942129327,-2.936880272,0.026888417,-0.264070285,0.142797306,-0.28940424,0.170012549
196906,-5.9723667,-3.440970903,-3.49815206,-2.817273111,-0.623697792,0.000752237,0.596777334,0.04515276,0.0644,0.0623,0.0214,-0.0021,0.0072,-0.0179,0.005494505,-1.990411778,0.108168688,0,0.002375339,0.044167854,0.313124239,0.886298353,0.877445611,-2.880904971,0.031285608,-2.682554213,0.15836139,-0.343898523,0.188325203
196907,-6.4465333,-3.376777314,-3.43884218,-2.752357859,-0.624419455,0.00230565,0.63901799,0.051160886,0.07,0.0621,0.0079,-0.0079,0.0076,-0.0074,0.005464481,-2.050291727,0.110455907,0,0.005112293,0.076963626,0.342024207,0.827711858,0.819444305,-2.817396255,0.026993395,-2.682554213,0.241463333,-0.324004406,0.191208755
196908,3.9911333,-3.413948207,-3.374656294,-2.78880919,-0.625139017,0.000918234,0.622788986,0.046914753,0.0698,0.063,-0.0069,-0.0068,0.0089,0.0049,0.005434783,-1.892772962,0.109775578,0,0.00530345,0.081059158,0.30453074,0.849280864,0.84079787,-2.853566437,0.029932456,-2.682554213,0.264559865,-0.328193328,0.195382525
196909,-2.9849333,-3.386486531,-3.411828501,-2.760632986,-0.625853545,0.000891588,0.640888463,0.048391224,0.0709,0.0677,-0.0531,-0.0032,0.0091,0.0287,0.002702703,-1.89958903,0.106580714,0,0.030263208,0.023788325,0.31650877,0.82529613,0.817052706,-2.829785845,0.028426412,-2.682554213,0.261810154,-0.338833556,0.194246881
196910,4.1066667,-3.428723112,-3.385429947,-2.810171419,-0.618551693,0.000753723,0.608768794,0.048630281,0.07,0.0653,0.0365,-0.0047,0.0089,-0.0238,0.005390836,-1.972658353,0.103906064,0,-0.004058943,0.079457462,0.31415531,0.868840146,0.860161785,-2.878764211,0.034055575,-2.682554213,0.177827388,-0.229480921,0.191781172
196911,-3.5185333,-3.391753786,-3.427664475,-2.780543527,-0.611210259,0.000509136,0.641511757,0.047904009,0.0724,0.0676,-0.0243,-0.0048,0.009,-0.0228,0.00536193,-1.932061295,0.091471802,0,-0.006370844,0.074876435,0.32270515,0.82449427,0.816258855,-2.849509732,0.023883758,-2.682554213,0.162804604,-0.201589839,0.197771914
196912,-2.3438667,-3.371868511,-3.390699433,-2.768036856,-0.603831655,0.001163555,0.651082013,0.034273783,0.0782,0.0687,-0.0068,-0.0095,0.0093,-0.0066,0.005333333,-1.971086321,0.08582537,0,-0.01351785,0.05525225,0.308270514,0.82609279,0.804260664,-2.841751894,0.03283475,-2.682554213,0.177856743,-0.115316501,0.212305346
197001,-8.1956333,-3.291261253,-3.370815268,-2.697170992,-0.594090261,0.001067097,0.700346746,0.034473208,0.0787,0.0693,-0.0021,-0.0094,0.0095,0.0162,0.00265252,-1.898203594,0.064176867,0,-0.023882257,-0.032420125,0.336752832,0.76798266,0.747686278,-2.772185696,0.03440433,-2.682554213,0.169655353,0.196980835,0.188664585
197002,5.3579333,-3.341558063,-3.29020596,-2.757287393,-0.58427067,0.001058712,0.670147507,0.035855217,0.0713,0.0651,0.0587,-0.0062,0.0085,-0.0186,0.005291005,-1.899296142,0.060566249,0,-0.028085284,0.058605671,0.324116349,0.8025907,0.781379692,-2.82718652,0.031869474,-2.682554213,0.188688338,0.111740109,0.227706947
197003,-0.2719,-3.341958497,-3.340507037,-2.767580643,-0.574377854,0.000963539,0.690326769,0.035841581,0.0663,0.0661,-0.0068,-2e-04,0.0079,0.0023,0.005263158,-1.842232416,0.056320523,0,-0.038599262,0.036845248,0.342240214,0.810827269,0.789398583,-2.835893283,0.030314972,-2.435960351,0.18886438,0.150060908,0.239143475
197004,-9.4256,-3.246066879,-3.340908576,-2.679273572,-0.566793307,0.001614677,0.736750581,0.035712125,0.0651,0.0699,-0.0413,0.0048,0.0087,0.0163,0.007853403,-1.853591383,0.050799708,0,-0.049045581,0.05871439,0.370503187,0.759735769,0.739657338,-2.750570454,0.049334136,-2.682554213,0.227397263,0.204274475,0.259169323
197005,-6.0389,-3.182110644,-3.245014911,-2.622945114,-0.55916553,0.008151854,0.774227628,0.038661028,0.0684,0.0743,-0.0468,0.0059,0.0087,0.0305,0.002597403,-2.118697217,0.046693741,0,-0.03949617,0.167890191,0.36278984,0.750602784,0.70385369,-2.699072475,0.034488262,-2.682554213,0.412796885,0.30742171,0.256503307
197006,-5.4598667,-3.129735253,-3.181062925,-2.57823859,-0.551496663,0.002651911,0.793381417,0.042290748,0.0668,0.0709,0.0486,0.0041,0.0077,-0.0485,0.005181347,-1.876434694,0.040517332,0,-0.023276548,0.02572714,0.323479354,0.77137408,0.686861277,-2.653717051,0.035166555,-2.682554213,0.401266247,0.23187196,0.243990176
197007,7.0148,-3.199421828,-3.128688631,-2.658679991,-0.540741837,0.002126476,0.738707568,0.043073822,0.0645,0.0687,0.0319,0.0042,0.0096,0.0237,0.005154639,-1.735103233,0.040037513,0,-0.032075775,0.060572587,0.336983979,0.850611204,0.737697834,-2.73062849,0.036951473,-2.682554213,0.404366851,0.277859082,0.231139707
197008,4.4436333,-3.241871904,-3.198373163,-2.711983959,-0.529887946,0.001887104,0.709278297,0.038729253,0.0641,0.0694,-0.0019,0.0053,0.0131,0.0119,0,-1.707529007,0.035321945,0,-0.036314448,0.104867145,0.348125458,0.885904641,0.768306285,-2.784583651,0.026511042,-2.435960351,0.283936471,0.327469057,0.231782436
197009,2.9602,-3.273292762,-3.240827472,-2.754349704,-0.518943058,0.001057965,0.71291476,0.037942419,0.0612,0.068,0.0228,0.0068,0.013,-0.0089,0.005128205,-1.865674343,0.025479938,0,-0.026069181,0.048849624,0.328605115,0.881385783,0.764387278,-2.825646586,0.061743483,-0.817342314,0.245188028,0.397409786,0.218674139
197010,-1.3957,-3.267066619,-3.278532169,-2.757291548,-0.509775071,0.001043396,0.717698284,0.036962491,0.0591,0.0693,-0.0109,0.0102,0.013,0.0013,0.005102041,-1.763534742,0.002351374,0,-0.053707516,0.032575976,0.346279889,0.875511268,0.759292569,-2.828029563,0.0347909,-0.279076407,0.233592898,0.366173095,0.245742239
197011,4.9987,-3.318686656,-3.272330454,-2.818263835,-0.500422821,0.000885454,0.682920072,0.035224928,0.0528,0.0637,0.0791,0.0109,0.0133,-0.0207,0.005076142,-1.761136879,-0.006639799,0,-0.017695509,0.072950937,0.3459692,0.978775067,0.797960107,-2.884426037,0.03566005,0.551567691,0.201979652,0.293814748,0.266218587
197012,5.4625667,-3.379194884,-3.323981531,-2.888312025,-0.490882859,0.0005352,0.646426358,0.031461707,0.0487,0.0648,-0.0084,0.0161,0.0148,0.0456,0.005050505,-1.835201826,0.013151421,0.062305296,0.014811973,0.022051161,0.328978002,0.996342043,0.843008592,-2.950253426,0.028423685,1.055159983,0.178803518,0.184796526,0.253441373
197101,3.9128,-3.422064405,-3.38238468,-2.92216083,-0.499903575,0.000541031,0.624409902,0.03059313,0.0444,0.0612,0.0506,0.0168,0.0138,0.0026,0,-1.929727378,0.017901668,0,0.033950385,0.033327885,0.325954884,1,0.872732754,-2.98269133,0.04901405,1.055159983,0.133012682,0.265245837,0.245001505
197102,1.0233667,-3.43429733,-3.425264408,-2.925396635,-0.508900695,0.000451454,0.617070423,0.025801375,0.037,0.0629,-0.0163,0.0259,0.0131,-0.0203,0.002512563,-1.965715572,0.01308903,0,0.035576075,0.021648109,0.330740362,0.987382873,0.883113099,-2.984702741,0.026590455,1.055159983,0.111789331,0.154872933,0.222780675
197103,3.6251333,-3.473642665,-3.437507606,-2.955767989,-0.517874676,0.000492719,0.633811383,0.026398845,0.0338,0.0593,0.0526,0.0255,0.0125,-0.0268,0.002506266,-1.880026421,0.009104281,0,-0.005218428,0.075242043,0.311192632,0.986409694,0.908777571,-3.011202696,0.031054093,1.055159983,0.115329117,0.131784397,0.224454968
197104,3.3748333,-3.510358601,-3.474713978,-2.985047853,-0.525310748,0.000307555,0.608654101,0.026556979,0.0386,0.0619,-0.0283,0.0233,0.012,0.0047,0.0025,-1.877220485,0.011803285,0,-0.021170974,0.009785259,0.322999477,0.990460865,0.946339748,-3.0417117,0.031858404,1.055159983,0.099857435,-0.067478106,0.220743456
197105,-4.06,-3.468987596,-3.511434286,-2.936274766,-0.53271283,0.000539276,0.631409656,0.029722577,0.0414,0.0624,-6e-04,0.021,0.0109,-0.0155,0.004987531,-1.809388606,0.013969676,0,-0.047895321,0.048125498,0.335584909,0.95476536,0.912234337,-2.998216168,0.024017491,1.055159983,0.122320428,-0.094165464,0.246299394
197106,-0.1519333,-3.470763565,-3.470061213,-2.930692374,-0.540071192,0.00092454,0.643221043,0.027278498,0.0475,0.0641,-0.0159,0.0166,0.0111,0.0266,0.007444169,-1.826061553,0.015265475,0,-0.041769568,0.050217252,0.347033292,0.937233125,0.895483093,-2.993854949,0.030676155,1.055159983,0.153177395,-0.168663366,0.15144448
197107,-4.5327,-3.429636253,-3.471838336,-2.88162108,-0.548015173,0.000518434,0.667730625,0.025796321,0.054,0.0643,0.003,0.0103,0.0112,-0.0055,0.002463054,-1.758095785,0.009469621,0,-0.026909288,-0.051375467,0.33239153,0.90283124,0.862613676,-2.946753175,0.025565952,0.78686274,0.177874327,-0.307745459,0.174196528
197108,3.7919333,-3.466174654,-3.430715413,-2.91025983,-0.555914824,0.002451223,0.638257597,0.026781963,0.0494,0.061,0.0471,0.0116,0.0117,0.0083,0.002457002,-1.890343433,0.000767353,0,0.009635855,0.106080227,0.345805556,0.944521571,0.902446867,-2.97398552,0.0368074,0.500865451,0.253860414,-0.329728214,0.173554877
197109,-0.8946333,-3.460259771,-3.467251744,-2.896491728,-0.563768043,0.000524264,0.64608483,0.027934417,0.0469,0.0598,0.0204,0.0129,0.0115,-0.0306,0,-1.740949884,0.014008072,0,0.026645295,0.050591636,0.352399975,0.933078816,0.891513842,-2.956080519,0.023795958,0.232568207,0.249613777,-0.17839762,0.176043091
197110,-4.3845667,-3.41972842,-3.46242068,-2.837360742,-0.582367679,0.000661935,0.683194279,0.029243829,0.0446,0.0588,0.0167,0.0142,0.0109,0.0115,0.00245098,-1.778277764,0.018589898,0,0.007098403,0.019239964,0.351354539,0.882396247,0.843088982,-2.894969055,0.02690902,-1.1141669,0.250447363,-0.232659792,0.175204064
197111,-0.0618667,-3.41934055,-3.421890759,-2.818637674,-0.600702876,0.001866256,0.689489258,0.02945191,0.0422,0.0596,-0.0047,0.0174,0.0112,0.0076,0,-1.805060618,0.019951933,0,0.012378008,0.088308431,0.360729426,0.874340043,0.83539165,-2.875112521,0.027026543,-2.182972918,0.240953356,-0.214316872,0.181865222
197112,8.4538333,-3.504177216,-3.421510832,-2.885388602,-0.618788613,0.001182984,0.643900247,0.034023359,0.0401,0.0597,0.0044,0.0196,0.0113,0.0179,0.004889976,-1.880437144,0.028561599,0,0.00913654,0.047655292,0.35253334,0.936244505,0.894538512,-2.942996915,0.029854913,-1.371453478,0.244347483,-0.289195471,0.196504549
